step   240 | loss 8.0118 | lm 5.9569 | ppl 386.4 | gnorm 9.957 | lr 4.84e-05 | 2289 tok/s | Φ 0.893 | λ₁ 0.075 | ign 0.70 | mesoLG 0.49 | troph 8/8 μ1.20 | NT[DA=0.15 NE=0.11 5HT=0.48 ACh=0.20 eCB=0.04 Glu=0.31 GABA=0.09] | osc[δ=0.361 θ=0.286 γ=0.354] | em[C2:ρ=0.09/τ=0.24/s=0.70 C4:Q=-0.5 W=1 pl=255 C3:pc=0.177 VBB:β=1.00 σ=0.0189 kl=19988.082 C5:lat=1.00 C6:pac=0.02] | cortex[α_eff=0.500 inh=0.000 λ=0.863 kl=-0.139 lm_ema=10.77 cx_ema=3.86] | hpa[load=0.19 cort=0.06 NE×0.95 T×0.94 LR×0.97]
step   260 | loss 7.7450 | lm 5.8220 | ppl 337.7 | gnorm 11.685 | lr 5.42e-05 | 2302 tok/s | Φ 0.903 | λ₁ 0.075 | ign 0.71 | mesoLG 0.51 | troph 8/8 μ1.19 | NT[DA=0.20 NE=0.33 5HT=0.47 ACh=0.19 eCB=0.03 Glu=0.28 GABA=0.14] | osc[δ=0.336 θ=0.253 γ=0.411] | em[C2:ρ=0.16/τ=0.22/s=0.71 C4:Q=0.5 W=1 pl=255 C3:pc=0.180 VBB:β=1.00 σ=0.0191 kl=19668.004 C5:lat=1.00 C6:pac=0.02] | cortex[α_eff=0.500 inh=0.000 λ=0.889 kl=-0.138 lm_ema=10.75 cx_ema=3.81] | hpa[load=0.20 cort=0.07 NE×0.95 T×0.93 LR×0.97]
step   280 | loss 7.5088 | lm 5.6862 | ppl 294.8 | gnorm 11.621 | lr 5.61e-05 | 2288 tok/s | Φ 0.915 | λ₁ 0.075 | ign 0.71 | mesoLG 0.50 | troph 8/8 μ1.18 | NT[DA=0.25 NE=0.39 5HT=0.48 ACh=0.18 eCB=0.03 Glu=0.26 GABA=0.17] | osc[δ=0.408 θ=0.250 γ=0.343] | em[C2:ρ=0.25/τ=0.22/s=0.71 C4:Q=-0.5 W=1 pl=255 C3:pc=0.189 VBB:β=1.00 σ=0.0190 kl=20116.412 C5:lat=1.00 C6:pac=0.02] | cortex[α_eff=0.500 inh=0.000 λ=0.858 kl=-0.135 lm_ema=10.73 cx_ema=3.44] | hpa[load=0.20 cort=0.08 NE×0.95 T×0.92 LR×0.96]
step   300 | loss 7.3010 | lm 5.6557 | ppl 285.9 | gnorm 11.192 | lr 6.25e-05 | 2378 tok/s | Φ 0.925 | λ₁ 0.075 | ign 0.72 | mesoLG 0.47 | troph 8/8 μ1.17 | NT[DA=0.20 NE=0.28 5HT=0.48 ACh=0.17 eCB=0.02 Glu=0.23 GABA=0.16] | osc[δ=0.385 θ=0.245 γ=0.369] | em[C2:ρ=0.28/τ=0.23/s=0.72 C4:Q=-0.5 W=1 pl=255 C3:pc=0.200 VBB:β=1.00 σ=0.0193 kl=15031.049 C5:lat=1.68 C6:pac=0.01] | cortex[α_eff=0.500 inh=0.000 λ=0.764 kl=-0.135 lm_ema=10.72 cx_ema=3.58] | hpa[load=0.20 cort=0.08 NE×0.94 T×0.92 LR×0.96]
step   320 | loss 7.0864 | lm 5.5506 | ppl 257.4 | gnorm 9.291 | lr 6.37e-05 | 3012 tok/s | Φ 0.887 | λ₁ 0.075 | ign 0.72 | mesoLG 0.52 | troph 8/8 μ1.17 | NT[DA=0.28 NE=0.06 5HT=0.49 ACh=0.18 eCB=0.02 Glu=0.21 GABA=0.09] | osc[δ=0.459 θ=0.219 γ=0.321] | em[C2:ρ=0.22/τ=0.24/s=0.72 C4:Q=-0.5 W=1 pl=255 C3:pc=0.227 VBB:β=1.00 σ=0.0194 kl=15810.098 C5:lat=1.62 C6:pac=0.01] | cortex[α_eff=0.500 inh=0.000 λ=0.806 kl=-0.170 lm_ema=10.67 cx_ema=3.43] | hpa[load=0.20 cort=0.09 NE×0.94 T×0.91 LR×0.96]
step   340 | loss 6.8917 | lm 5.5982 | ppl 269.9 | gnorm 7.652 | lr 7.08e-05 | 2297 tok/s | Φ 0.863 | λ₁ 0.075 | ign 0.72 | mesoLG 0.51 | troph 8/8 μ1.17 | NT[DA=0.41 NE=0.02 5HT=0.51 ACh=0.20 eCB=0.02 Glu=0.18 GABA=0.05] | osc[δ=0.485 θ=0.215 γ=0.300] | em[C2:ρ=0.09/τ=0.23/s=0.72 C4:Q=-0.5 W=1 pl=255 C3:pc=0.260 VBB:β=1.00 σ=0.0193 kl=14125.529 C5:lat=1.00 C6:pac=0.00] | cortex[α_eff=0.500 inh=0.000 λ=0.881 kl=-0.141 lm_ema=10.65 cx_ema=3.32] | hpa[load=0.20 cort=0.09 NE×0.93 T×0.91 LR×0.95]
step   360 | loss 6.7530 | lm 5.5500 | ppl 257.2 | gnorm 8.064 | lr 7.13e-05 | 2333 tok/s | Φ 0.906 | λ₁ 0.075 | ign 0.72 | mesoLG 0.47 | troph 8/8 μ1.17 | NT[DA=0.25 NE=0.02 5HT=0.51 ACh=0.22 eCB=0.02 Glu=0.18 GABA=0.04] | osc[δ=0.493 θ=0.234 γ=0.273] | em[C2:ρ=0.00/τ=0.19/s=0.72 C4:Q=0.5 W=1 pl=255 C3:pc=0.293 VBB:β=1.00 σ=0.0194 kl=11587.036 C5:lat=1.00 C6:pac=0.01] | cortex[α_eff=0.500 inh=0.000 λ=0.780 kl=-0.158 lm_ema=10.61 cx_ema=3.33] | hpa[load=0.18 cort=0.10 NE×0.93 T×0.90 LR×0.95]
step   380 | loss 6.4882 | lm 5.4306 | ppl 228.3 | gnorm 7.091 | lr 7.92e-05 | 2240 tok/s | Φ 0.905 | λ₁ 0.075 | ign 0.72 | mesoLG 0.46 | troph 8/8 μ1.19 | NT[DA=0.29 NE=0.02 5HT=0.53 ACh=0.22 eCB=0.02 Glu=0.16 GABA=0.04] | osc[δ=0.483 θ=0.246 γ=0.271] | em[C2:ρ=0.00/τ=0.15/s=0.72 C4:Q=-0.5 W=1 pl=255 C3:pc=0.343 VBB:β=1.00 σ=0.0195 kl=9522.404 C5:lat=1.53 C6:pac=0.00] | cortex[α_eff=0.500 inh=0.000 λ=0.754 kl=-0.176 lm_ema=10.54 cx_ema=3.17] | hpa[load=0.17 cort=0.10 NE×0.93 T×0.90 LR×0.95]
step   400 | loss 6.5724 | lm 5.6988 | ppl 298.5 | gnorm 6.735 | lr 7.90e-05 | 2194 tok/s | Φ 0.904 | λ₁ 0.075 | ign 0.72 | mesoLG 0.46 | troph 8/8 μ1.21 | NT[DA=0.25 NE=0.02 5HT=0.53 ACh=0.22 eCB=0.01 Glu=0.16 GABA=0.04] | osc[δ=0.510 θ=0.231 γ=0.259] | em[C2:ρ=0.00/τ=0.11/s=0.72 C4:Q=0.5 W=1 pl=255 C3:pc=0.416 VBB:β=1.00 σ=0.0195 kl=8308.948 C5:lat=1.37 C6:pac=0.02] | cortex[α_eff=0.500 inh=0.000 λ=0.780 kl=-0.147 lm_ema=10.59 cx_ema=3.59] | hpa[load=0.14 cort=0.10 NE×0.93 T×0.90 LR×0.95]
step   420 | loss 6.1403 | lm 5.3705 | ppl 215.0 | gnorm 6.250 | lr 8.75e-05 | 2080 tok/s | Φ 0.899 | λ₁ 0.075 | ign 0.72 | mesoLG 0.48 | troph 8/8 μ1.24 | NT[DA=0.31 NE=0.03 5HT=0.54 ACh=0.22 eCB=0.01 Glu=0.16 GABA=0.05] | osc[δ=0.522 θ=0.205 γ=0.273] | em[C2:ρ=0.00/τ=0.07/s=0.72 C4:Q=-0.5 W=1 pl=255 C3:pc=0.509 VBB:β=1.00 σ=0.0196 kl=6814.423 C5:lat=1.00 C6:pac=0.01] | cortex[α_eff=0.501 inh=0.000 λ=0.781 kl=-0.115 lm_ema=10.50 cx_ema=3.31] | hpa[load=0.13 cort=0.11 NE×0.93 T×0.89 LR×0.95]
step   440 | loss 6.1537 | lm 5.4297 | ppl 228.1 | gnorm 6.909 | lr 8.68e-05 | 2097 tok/s | Φ 0.887 | λ₁ 0.075 | ign 0.72 | mesoLG 0.46 | troph 8/8 μ1.28 | NT[DA=0.26 NE=0.03 5HT=0.54 ACh=0.22 eCB=0.02 Glu=0.17 GABA=0.05] | osc[δ=0.507 θ=0.192 γ=0.301] | em[C2:ρ=0.00/τ=0.03/s=0.72 C4:Q=0.5 W=1 pl=255 C3:pc=0.577 VBB:β=1.00 σ=0.0197 kl=7568.488 C5:lat=1.73 C6:pac=0.01] | cortex[α_eff=0.501 inh=0.000 λ=0.760 kl=-0.151 lm_ema=10.47 cx_ema=3.39] | hpa[load=0.12 cort=0.11 NE×0.93 T×0.89 LR×0.95]
step   460 | loss 6.1654 | lm 5.5116 | ppl 247.6 | gnorm 6.221 | lr 9.58e-05 | 2242 tok/s | Φ 0.895 | λ₁ 0.075 | ign 0.67 | mesoLG 0.49 | troph 8/8 μ1.31 | NT[DA=0.27 NE=0.04 5HT=0.54 ACh=0.18 eCB=0.02 Glu=0.18 GABA=0.08] | osc[δ=0.400 θ=0.246 γ=0.354] | em[C2:ρ=0.23/τ=0.01/s=0.67 C4:Q=0.5 W=1 pl=255 C3:pc=0.594 VBB:β=1.00 σ=0.0198 kl=6629.167 C5:lat=1.81 C6:pac=0.02] | cortex[α_eff=0.501 inh=0.000 λ=0.873 kl=-0.112 lm_ema=10.44 cx_ema=3.39] | hpa[load=0.11 cort=0.11 NE×0.92 T×0.89 LR×0.95]
step   480 | loss 6.2574 | lm 5.5227 | ppl 250.3 | gnorm 8.560 | lr 9.46e-05 | 2346 tok/s | Φ 0.948 | λ₁ 0.075 | ign 0.64 | mesoLG 0.50 | troph 8/8 μ1.34 | NT[DA=0.22 NE=0.06 5HT=0.53 ACh=0.13 eCB=0.02 Glu=0.22 GABA=0.14] | osc[δ=0.473 θ=0.197 γ=0.331] | em[C2:ρ=0.45/τ=0.05/s=0.64 C4:Q=0.5 W=1 pl=255 C3:pc=0.616 VBB:β=1.00 σ=0.0201 kl=9366.764 C5:lat=1.40 C6:pac=0.02] | cortex[α_eff=0.501 inh=0.000 λ=0.925 kl=-0.014 lm_ema=10.28 cx_ema=3.23] | hpa[load=0.11 cort=0.11 NE×0.92 T×0.89 LR×0.95]
step   500 | loss 6.1101 | lm 5.3881 | ppl 218.8 | gnorm 7.101 | lr 1.04e-04 | 2382 tok/s | Φ 0.887 | λ₁ 0.075 | ign 0.64 | mesoLG 0.51 | troph 8/8 μ1.38 | NT[DA=0.22 NE=0.11 5HT=0.52 ACh=0.13 eCB=0.02 Glu=0.20 GABA=0.18] | osc[δ=0.482 θ=0.205 γ=0.313] | em[C2:ρ=0.45/τ=0.10/s=0.64 C4:Q=-0.5 W=1 pl=255 C3:pc=0.637 VBB:β=1.00 σ=0.0197 kl=5538.233 C5:lat=1.00 C6:pac=0.03] | cortex[α_eff=0.501 inh=0.000 λ=0.873 kl=-0.131 lm_ema=10.14 cx_ema=3.28] | hpa[load=0.12 cort=0.11 NE×0.92 T×0.89 LR×0.95]
step   520 | loss 6.2996 | lm 5.7312 | ppl 308.3 | gnorm 5.285 | lr 1.02e-04 | 2307 tok/s | Φ 0.932 | λ₁ 0.075 | ign 0.64 | mesoLG 0.48 | troph 8/8 μ1.41 | NT[DA=0.13 NE=0.04 5HT=0.51 ACh=0.16 eCB=0.02 Glu=0.20 GABA=0.10] | osc[δ=0.512 θ=0.186 γ=0.303] | em[C2:ρ=0.28/τ=0.14/s=0.64 C4:Q=-0.4 W=1 pl=255 C3:pc=0.604 VBB:β=1.00 σ=0.0199 kl=5706.729 C5:lat=1.00 C6:pac=0.02] | cortex[α_eff=0.501 inh=0.000 λ=0.914 kl=-0.073 lm_ema=10.30 cx_ema=4.02] | hpa[load=0.11 cort=0.11 NE×0.92 T×0.89 LR×0.95]
step   540 | loss 5.9760 | lm 5.4156 | ppl 224.9 | gnorm 5.774 | lr 1.13e-04 | 2303 tok/s | Φ 0.897 | λ₁ 0.075 | ign 0.64 | mesoLG 0.47 | troph 8/8 μ1.46 | NT[DA=0.20 NE=0.05 5HT=0.50 ACh=0.23 eCB=0.02 Glu=0.21 GABA=0.05] | osc[δ=0.554 θ=0.227 γ=0.219] | em[C2:ρ=0.00/τ=0.12/s=0.64 C4:Q=-0.4 W=1 pl=255 C3:pc=0.572 VBB:β=1.00 σ=0.0203 kl=4821.227 C5:lat=1.62 C6:pac=0.02] | cortex[α_eff=0.501 inh=0.000 λ=0.772 kl=-0.064 lm_ema=10.15 cx_ema=3.67] | hpa[load=0.10 cort=0.11 NE×0.92 T×0.89 LR×0.95]
step   560 | loss 5.7652 | lm 5.2096 | ppl 183.0 | gnorm 6.118 | lr 1.10e-04 | 2301 tok/s | Φ 0.869 | λ₁ 0.075 | ign 0.64 | mesoLG 0.51 | troph 8/8 μ1.48 | NT[DA=0.31 NE=0.06 5HT=0.51 ACh=0.24 eCB=0.02 Glu=0.22 GABA=0.05] | osc[δ=0.417 θ=0.307 γ=0.277] | em[C2:ρ=0.00/τ=0.08/s=0.64 C4:Q=-0.4 W=1 pl=255 C3:pc=0.525 VBB:β=1.00 σ=0.0204 kl=4498.279 C5:lat=1.00 C6:pac=0.02] | cortex[α_eff=0.501 inh=0.000 λ=0.792 kl=-0.038 lm_ema=10.04 cx_ema=3.25] | hpa[load=0.09 cort=0.11 NE×0.93 T×0.89 LR×0.95]
step   580 | loss 5.7613 | lm 5.2405 | ppl 188.8 | gnorm 6.725 | lr 1.21e-04 | 2128 tok/s | Φ 0.873 | λ₁ 0.075 | ign 0.64 | mesoLG 0.50 | troph 8/8 μ1.49 | NT[DA=0.28 NE=0.08 5HT=0.51 ACh=0.24 eCB=0.02 Glu=0.23 GABA=0.06] | osc[δ=0.439 θ=0.311 γ=0.250] | em[C2:ρ=0.00/τ=0.04/s=0.64 C4:Q=-0.4 W=1 pl=255 C3:pc=0.476 VBB:β=1.00 σ=0.0204 kl=4081.756 C5:lat=1.00 C6:pac=0.02] | cortex[α_eff=0.501 inh=0.000 λ=0.820 kl=-0.018 lm_ema=9.85 cx_ema=3.18] | hpa[load=0.08 cort=0.11 NE×0.93 T×0.89 LR×0.95]
step   600 | loss 5.7725 | lm 5.2424 | ppl 189.1 | gnorm 6.555 | lr 1.18e-04 | 2289 tok/s | Φ 0.868 | λ₁ 0.075 | ign 0.61 | mesoLG 0.50 | troph 8/8 μ1.49 | NT[DA=0.27 NE=0.07 5HT=0.50 ACh=0.21 eCB=0.02 Glu=0.24 GABA=0.07] | osc[δ=0.331 θ=0.286 γ=0.383] | em[C2:ρ=0.17/τ=0.01/s=0.61 C4:Q=-0.5 W=1 pl=255 C3:pc=0.440 VBB:β=1.00 σ=0.0204 kl=4145.190 C5:lat=1.82 C6:pac=0.01] | cortex[α_eff=0.501 inh=0.000 λ=0.778 kl=-0.001 lm_ema=9.61 cx_ema=3.18] | hpa[load=0.08 cort=0.10 NE×0.93 T×0.90 LR×0.95]
step   620 | loss 5.6615 | lm 5.1608 | ppl 174.3 | gnorm 6.380 | lr 1.29e-04 | 2219 tok/s | Φ 0.870 | λ₁ 0.075 | ign 0.58 | mesoLG 0.50 | troph 8/8 μ1.51 | NT[DA=0.24 NE=0.09 5HT=0.50 ACh=0.14 eCB=0.02 Glu=0.24 GABA=0.16] | osc[δ=0.333 θ=0.261 γ=0.406] | em[C2:ρ=0.42/τ=0.04/s=0.58 C4:Q=-0.5 W=1 pl=255 C3:pc=0.394 VBB:β=1.00 σ=0.0210 kl=4057.124 C5:lat=1.64 C6:pac=0.03] | cortex[α_eff=0.501 inh=0.000 λ=0.747 kl=-0.020 lm_ema=9.69 cx_ema=3.39] | hpa[load=0.07 cort=0.10 NE×0.93 T×0.90 LR×0.95]
step   640 | loss 5.4987 | lm 5.0147 | ppl 150.6 | gnorm 6.291 | lr 1.27e-04 | 2151 tok/s | Φ 0.861 | λ₁ 0.075 | ign 0.58 | mesoLG 0.50 | troph 8/8 μ1.52 | NT[DA=0.23 NE=0.09 5HT=0.50 ACh=0.13 eCB=0.03 Glu=0.25 GABA=0.17] | osc[δ=0.373 θ=0.201 γ=0.426] | em[C2:ρ=0.42/τ=0.08/s=0.58 C4:Q=-0.4 W=1 pl=255 C3:pc=0.359 VBB:β=1.00 σ=0.0212 kl=4165.147 C5:lat=1.00 C6:pac=0.02] | cortex[α_eff=0.501 inh=0.000 λ=0.774 kl=-0.013 lm_ema=9.69 cx_ema=3.24] | hpa[load=0.07 cort=0.10 NE×0.93 T×0.90 LR×0.95]
